# wavelength flux
4113.5704294070 0.9467105062
4113.5772898707 0.9466007596
4113.5841503459 0.9466521039
4113.5910108325 0.9465037043
4113.5978713306 0.9459360676
4113.6047318401 0.9465071365
4113.6115923610 0.9465712810
4113.6184528934 0.9461326752
4113.6253134373 0.9466329314
4113.6321739925 0.9468018607
4113.6390345593 0.9466693373
4113.6458951374 0.9464856351
4113.6527557270 0.9467568643
4113.6596163281 0.9465766852
4113.6664769406 0.9469228412
4113.6733375645 0.9469380028
4113.6801981998 0.9465886321
4113.6870588467 0.9463188465
4113.6939195049 0.9459288129
4113.7007801746 0.9463501915
4113.7076408557 0.9463657805
4113.7145015483 0.9468303767
4113.7213622523 0.9463815936
4113.7282229678 0.9459729131
4113.7350836947 0.9461096284
4113.7419444331 0.9465484348
4113.7488051828 0.9466182347
4113.7556659441 0.9463332672
4113.7625267168 0.9461856372
4113.7693875009 0.9458826897
4113.7762482964 0.9460087399
4113.7831091034 0.9459837674
4113.7899699219 0.9458362140
4113.7968307517 0.9453673548
4113.8036915931 0.9461984967
4113.8105524458 0.9464472845
4113.8174133101 0.9460924640
4113.8242741857 0.9460076873
4113.8311350728 0.9461084196
4113.8379959713 0.9460937053
4113.8448568813 0.9463435828
4113.8517178027 0.9457330318
4113.8585787356 0.9463455011
4113.8654396799 0.9456852587
4113.8723006357 0.9456007897
4113.8791616029 0.9456593691
4113.8860225815 0.9452916792
4113.8928835716 0.9458522019
4113.8997445731 0.9457867048
4113.9066055860 0.9455737375
4113.9134666105 0.9447837951
4113.9203276463 0.9455309685
4113.9271886936 0.9454126898
4113.9340497523 0.9451359635
4113.9409108225 0.9452836760
4113.9477719041 0.9457547371
4113.9546329972 0.9449866334
4113.9614941017 0.9449316027
4113.9683552176 0.9448293630
4113.9752163450 0.9450320283
4113.9820774838 0.9453989227
4113.9889386341 0.9451937384
4113.9957997958 0.9456145170
4114.0026609690 0.9452048866
4114.0095221536 0.9451557195
4114.0163833496 0.9445103723
4114.0232445571 0.9457988003
4114.0301057761 0.9461986420
4114.0369670064 0.9451896920
4114.0438282483 0.9451905069
4114.0506895015 0.9455975540
4114.0575507662 0.9458825047
4114.0644120424 0.9459554304
4114.0712733299 0.9455448299
4114.0781346290 0.9453929809
4114.0849959395 0.9447965543
4114.0918572614 0.9457912414
4114.0987185947 0.9462217322
4114.1055799395 0.9457116804
4114.1124412958 0.9456535846
4114.1193026635 0.9459150972
4114.1261640426 0.9455780474
4114.1330254332 0.9451388423
4114.1398868352 0.9451576625
4114.1467482487 0.9455426075
4114.1536096736 0.9448071057
4114.1604711099 0.9447787560
4114.1673325577 0.9449863189
4114.1741940169 0.9449707375
4114.1810554876 0.9453215278
4114.1879169697 0.9449390545
4114.1947784633 0.9445964247
4114.2016399683 0.9443238965
4114.2085014848 0.9444209797
4114.2153630127 0.9445100271
4114.2222245520 0.9449376190
4114.2290861028 0.9446809680
4114.2359476650 0.9441390281
4114.2428092387 0.9438128968
4114.2496708238 0.9439743818
4114.2565324204 0.9443940616
4114.2633940284 0.9447484720
4114.2702556478 0.9445661843
4114.2771172787 0.9446284299
4114.2839789210 0.9446455162
4114.2908405748 0.9446817606
4114.2977022400 0.9448376903
4114.3045639167 0.9445067412
4114.3114256048 0.9444399541
4114.3182873043 0.9441576397
4114.3251490153 0.9445468210
4114.3320107378 0.9444899658
4114.3388724716 0.9442032562
4114.3457342170 0.9444999865
4114.3525959737 0.9440971236
4114.3594577419 0.9435158443
4114.3663195216 0.9434146531
4114.3731813127 0.9439658478
4114.3800431152 0.9437256682
4114.3869049292 0.9438891527
4114.3937667546 0.9441908701
4114.4006285915 0.9444447565
4114.4074904398 0.9445930846
4114.4143522996 0.9440415525
4114.4212141708 0.9439199264
4114.4280760535 0.9440901543
4114.4349379476 0.9437214760
4114.4417998531 0.9439395555
4114.4486617701 0.9438715313
4114.4555236985 0.9435723784
4114.4623856384 0.9434079960
4114.4692475897 0.9429449014
4114.4761095524 0.9428456511
4114.4829715266 0.9434826901
4114.4898335123 0.9440830187
4114.4966955094 0.9437797384
4114.5035575179 0.9434766186
4114.5104195379 0.9436293428
4114.5172815693 0.9437197172
4114.5241436122 0.9432362695
4114.5310056665 0.9433888648
4114.5378677323 0.9431977448
4114.5447298095 0.9431414134
4114.5515918981 0.9432307443
4114.5584539982 0.9430321460
4114.5653161097 0.9430883493
4114.5721782327 0.9430081101
4114.5790403671 0.9428800277
4114.5859025130 0.9430863884
4114.5927646703 0.9427554870
4114.5996268391 0.9426594809
4114.6064890193 0.9427709690
4114.6133512109 0.9433582090
4114.6202134140 0.9432077678
4114.6270756285 0.9439454183
4114.6339378545 0.9439319098
4114.6408000919 0.9436171753
4114.6476623408 0.9431672449
4114.6545246011 0.9428659097
4114.6613868729 0.9426081199
4114.6682491561 0.9428412756
4114.6751114507 0.9428952583
4114.6819737568 0.9428757359
4114.6888360743 0.9426976914
4114.6956984033 0.9431139268
4114.7025607438 0.9431923331
4114.7094230956 0.9423941205
4114.7162854589 0.9430846857
4114.7231478337 0.9425361200
4114.7300102199 0.9427860011
4114.7368726176 0.9428454309
4114.7437350266 0.9430350370
4114.7505974472 0.9424199292
4114.7574598792 0.9424658588
4114.7643223226 0.9426603315
4114.7711847775 0.9423704856
4114.7780472438 0.9424456827
4114.7849097215 0.9424422438
4114.7917722108 0.9422887029
4114.7986347114 0.9425731747
4114.8054972235 0.9421689270
4114.8123597471 0.9423707806
4114.8192222820 0.9425635826
4114.8260848285 0.9418898023
4114.8329473864 0.9420729054
4114.8398099557 0.9421030657
4114.8466725364 0.9423204620
4114.8535351287 0.9424075725
4114.8603977323 0.9419892613
4114.8672603474 0.9426355691
4114.8741229740 0.9428240912
4114.8809856120 0.9417508085
4114.8878482614 0.9416541883
4114.8947109223 0.9413367792
4114.9015735946 0.9413833671
4114.9084362784 0.9418357412
4114.9152989736 0.9421425803
4114.9221616803 0.9417961801
4114.9290243984 0.9414894294
4114.9358871280 0.9419685319
4114.9427498690 0.9421791810
4114.9496126214 0.9423299353
4114.9564753853 0.9429414375
4114.9633381606 0.9427157620
4114.9702009474 0.9421589847
4114.9770637457 0.9419805402
4114.9839265553 0.9420455516
4114.9907893765 0.9418165139
4114.9976522090 0.9416966349
4115.0045150530 0.9421346130
4115.0113779085 0.9418971313
4115.0182407754 0.9413395428
4115.0251036538 0.9413244173
4115.0319665435 0.9414284626
4115.0388294448 0.9411468785
4115.0456923575 0.9416045675
4115.0525552816 0.9416476912
4115.0594182172 0.9412004153
4115.0662811642 0.9415365854
4115.0731441227 0.9414208336
4115.0800070926 0.9419115656
4115.0868700740 0.9423295133
4115.0937330668 0.9416508126
4115.1005960710 0.9411428066
4115.1074590867 0.9414027233
4115.1143221139 0.9415465638
4115.1211851525 0.9413591664
4115.1280482025 0.9407489473
4115.1349112640 0.9407552569
4115.1417743369 0.9406983388
4115.1486374213 0.9410749347
4115.1555005171 0.9410447032
4115.1623636244 0.9409293457
4115.1692267431 0.9410941782
4115.1760898732 0.9409825138
4115.1829530148 0.9411512189
4115.1898161679 0.9416735439
4115.1966793324 0.9419777380
4115.2035425083 0.9419293371
4115.2104056957 0.9415427368
4115.2172688946 0.9410809248
4115.2241321048 0.9410068573
4115.2309953266 0.9406691687
4115.2378585597 0.9406087094
4115.2447218044 0.9410087232
4115.2515850604 0.9410491363
4115.2584483279 0.9404462958
4115.2653116069 0.9401440681
4115.2721748973 0.9407441757
4115.2790381991 0.9409574179
4115.2859015124 0.9413381180
4115.2927648372 0.9410174291
4115.2996281734 0.9410300878
4115.3064915210 0.9408340392
4115.3133548801 0.9412067470
4115.3202182506 0.9414912680
4115.3270816326 0.9413001562
4115.3339450260 0.9406598955
4115.3408084309 0.9408390954
4115.3476718472 0.9412402269
4115.3545352750 0.9402234152
4115.3613987142 0.9396720461
4115.3682621648 0.9392730035
4115.3751256269 0.9393540911
4115.3819891005 0.9395696412
4115.3888525855 0.9399580736
4115.3957160819 0.9403587182
4115.4025795898 0.9405850137
4115.4094431092 0.9397826999
4115.4163066399 0.9394364900
4115.4231701822 0.9397416493
4115.4300337358 0.9397011835
4115.4368973010 0.9398511352
4115.4437608775 0.9399344498
4115.4506244656 0.9395286776
4115.4574880650 0.9394124246
4115.4643516759 0.9395442128
4115.4712152983 0.9395862682
4115.4780789321 0.9394345783
4115.4849425773 0.9390435698
4115.4918062340 0.9395240430
4115.4986699022 0.9395208147
4115.5055335818 0.9393622037
4115.5123972728 0.9393492246
4115.5192609753 0.9392311786
4115.5261246892 0.9390724568
4115.5329884146 0.9394169622
4115.5398521514 0.9397042296
4115.5467158997 0.9400353575
4115.5535796594 0.9392814934
4115.5604434306 0.9387400701
4115.5673072132 0.9381920391
4115.5741710073 0.9385108564
4115.5810348128 0.9387807646
4115.5878986298 0.9392427879
4115.5947624582 0.9388187974
4115.6016262980 0.9388741427
4115.6084901493 0.9387606773
4115.6153540121 0.9396160300
4115.6222178862 0.9394034422
4115.6290817719 0.9389650351
4115.6359456690 0.9387749516
4115.6428095775 0.9384187757
4115.6496734975 0.9380791543
4115.6565374289 0.9384702623
4115.6634013718 0.9385890248
4115.6702653261 0.9383554908
4115.6771292919 0.9380354847
4115.6839932691 0.9379083153
4115.6908572578 0.9378790983
4115.6977212579 0.9383841972
4115.7045852695 0.9387961678
4115.7114492925 0.9385787009
4115.7183133269 0.9385132922
4115.7251773728 0.9383534229
4115.7320414302 0.9382458648
4115.7389054990 0.9379583516
4115.7457695792 0.9382568251
4115.7526336709 0.9377289826
4115.7594977741 0.9377833762
4115.7663618887 0.9380576252
4115.7732260147 0.9376050979
4115.7800901522 0.9373544049
4115.7869543011 0.9368174298
4115.7938184615 0.9370211089
4115.8006826333 0.9371232621
4115.8075468166 0.9369728078
4115.8144110113 0.9366852591
4115.8212752175 0.9372760380
4115.8281394351 0.9377095523
4115.8350036642 0.9373895036
4115.8418679047 0.9374174462
4115.8487321567 0.9373657548
4115.8555964201 0.9369789387
4115.8624606950 0.9368127519
4115.8693249813 0.9367884334
4115.8761892790 0.9366350165
4115.8830535882 0.9372216051
4115.8899179089 0.9373799465
4115.8967822410 0.9372056329
4115.9036465845 0.9362802614
4115.9105109395 0.9367895605
4115.9173753060 0.9368404524
4115.9242396839 0.9367846780
4115.9311040732 0.9363182757
4115.9379684740 0.9366547313
4115.9448328862 0.9367116391
4115.9516973099 0.9365485268
4115.9585617451 0.9363542445
4115.9654261916 0.9365619207
4115.9722906497 0.9363387264
4115.9791551192 0.9362735698
4115.9860196001 0.9354326507
4115.9928840925 0.9355705115
4115.9997485963 0.9365106999
4116.0066131116 0.9364686369
4116.0134776383 0.9361582977
4116.0203421764 0.9364886869
4116.0272067261 0.9364761910
4116.0340712871 0.9362303637
4116.0409358596 0.9361839793
4116.0478004436 0.9361559323
4116.0546650390 0.9361492316
4116.0615296459 0.9359615075
4116.0683942642 0.9359123122
4116.0752588939 0.9359839607
4116.0821235352 0.9360476515
4116.0889881878 0.9353870973
4116.0958528519 0.9350806268
4116.1027175275 0.9354920638
4116.1095822145 0.9358839167
4116.1164469129 0.9357235991
4116.1233116228 0.9351843504
4116.1301763442 0.9354627861
4116.1370410770 0.9359404308
4116.1439058212 0.9358884500
4116.1507705769 0.9352522480
4116.1576353440 0.9351456247
4116.1645001226 0.9347508205
4116.1713649127 0.9351488810
4116.1782297142 0.9353005064
4116.1850945271 0.9350560628
4116.1919593515 0.9344543731
4116.1988241873 0.9347199921
4116.2056890346 0.9347224495
4116.2125538933 0.9349596609
4116.2194187635 0.9348892995
4116.2262836451 0.9356065167
4116.2331485382 0.9355336989
4116.2400134427 0.9348467172
4116.2468783587 0.9346848132
4116.2537432862 0.9346000453
4116.2606082250 0.9346077117
4116.2674731754 0.9347544042
4116.2743381371 0.9344270011
4116.2812031104 0.9346801259
4116.2880680950 0.9347781864
4116.2949330911 0.9344710703
4116.3017980987 0.9338306427
4116.3086631177 0.9340427414
4116.3155281482 0.9343143507
4116.3223931901 0.9344036798
4116.3292582435 0.9346164230
4116.3361233083 0.9341413997
4116.3429883846 0.9340222695
4116.3498534723 0.9337176339
4116.3567185715 0.9335749112
4116.3635836821 0.9335829977
4116.3704488041 0.9340255748
4116.3773139376 0.9338560213
4116.3841790826 0.9335787398
4116.3910442390 0.9330891442
4116.3979094069 0.9334587870
4116.4047745862 0.9328341916
4116.4116397770 0.9331108980
4116.4185049792 0.9328340053
4116.4253701928 0.9329684469
4116.4322354179 0.9333087043
4116.4391006545 0.9336474117
4116.4459659025 0.9337850387
4116.4528311620 0.9331446430
4116.4596964329 0.9332639368
4116.4665617152 0.9332064634
4116.4734270090 0.9325571822
4116.4802923143 0.9326455910
4116.4871576310 0.9322727448
4116.4940229591 0.9326784153
4116.5008882988 0.9332444126
4116.5077536498 0.9331160586
4116.5146190123 0.9322879054
4116.5214843863 0.9321415691
4116.5283497717 0.9323067010
4116.5352151685 0.9324633465
4116.5420805768 0.9321651943
4116.5489459966 0.9318265266
4116.5558114278 0.9316832643
4116.5626768704 0.9317778245
4116.5695423245 0.9320055534
4116.5764077901 0.9320525058
4116.5832732671 0.9318812607
4116.5901387556 0.9317900049
4116.5970042555 0.9315233488
4116.6038697668 0.9318656749
4116.6107352896 0.9321394122
4116.6176008239 0.9319444076
4116.6244663696 0.9320354770
4116.6313319267 0.9318337211
4116.6381974953 0.9316302978
4116.6450630754 0.9314182224
4116.6519286669 0.9316773741
4116.6587942699 0.9315655627
4116.6656598843 0.9308436029
4116.6725255101 0.9313375178
4116.6793911474 0.9322062281
4116.6862567962 0.9320007138
4116.6931224564 0.9310091656
4116.6999881280 0.9310564887
4116.7068538111 0.9312554386
4116.7137195057 0.9308874786
4116.7205852117 0.9308885040
4116.7274509292 0.9311176941
4116.7343166581 0.9315974818
4116.7411823984 0.9306929558
4116.7480481502 0.9305711111
4116.7549139135 0.9308980592
4116.7617796882 0.9304325396
4116.7686454744 0.9303560879
4116.7755112720 0.9306578374
4116.7823770811 0.9309490574
4116.7892429016 0.9311794662
4116.7961087335 0.9303989322
4116.8029745769 0.9302727756
4116.8098404318 0.9309776670
4116.8167062981 0.9305803813
4116.8235721759 0.9304917774
4116.8304380651 0.9306425089
4116.8373039658 0.9308414511
4116.8441698779 0.9300476428
4116.8510358014 0.9298637154
4116.8579017365 0.9302155383
4116.8647676829 0.9300589500
4116.8716336409 0.9301822442
4116.8784996102 0.9304613436
4116.8853655910 0.9300773698
4116.8922315833 0.9299277178
4116.8990975870 0.9302038562
4116.9059636022 0.9301650017
4116.9128296288 0.9302298560
4116.9196956669 0.9305945463
4116.9265617164 0.9302073844
4116.9334277774 0.9298806388
4116.9402938499 0.9302515347
4116.9471599337 0.9302553962
4116.9540260291 0.9302857599
4116.9608921358 0.9301422612
4116.9677582541 0.9299119782
4116.9746243838 0.9303618267
4116.9814905249 0.9295588104
4116.9883566775 0.9291537220
4116.9952228415 0.9294561067
4117.0020890170 0.9300470643
4117.0089552040 0.9300142677
4117.0158214023 0.9301517375
4117.0226876122 0.9297599897
4117.0295538335 0.9293817474
4117.0364200662 0.9298013737
4117.0432863104 0.9297298035
4117.0501525661 0.9296120235
4117.0570188332 0.9294180314
4117.0638851117 0.9291019554
4117.0707514017 0.9290496425
4117.0776177032 0.9290769942
4117.0844840161 0.9286224218
4117.0913503404 0.9285885666
4117.0982166762 0.9285212554
4117.1050830235 0.9289939643
4117.1119493822 0.9289647788
4117.1188157524 0.9291024236
4117.1256821340 0.9294459877
4117.1325485270 0.9292371449
4117.1394149316 0.9293504237
4117.1462813475 0.9294117795
4117.1531477749 0.9292475144
4117.1600142138 0.9290927527
4117.1668806641 0.9290980969
4117.1737471259 0.9290979305
4117.1806135991 0.9290539752
4117.1874800838 0.9288956188
4117.1943465799 0.9290707776
4117.2012130875 0.9291060884
4117.2080796065 0.9290166884
4117.2149461370 0.9291407658
4117.2218126790 0.9293911627
4117.2286792324 0.9290402481
4117.2355457972 0.9287272661
4117.2424123735 0.9291891548
4117.2492789612 0.9287617180
4117.2561455604 0.9278542403
4117.2630121711 0.9275458685
4117.2698787932 0.9275746538
4117.2767454267 0.9278347645
4117.2836120717 0.9277701362
4117.2904787282 0.9283312068
4117.2973453961 0.9281345952
4117.3042120754 0.9284454701
4117.3110787662 0.9282807454
4117.3179454685 0.9281550531
4117.3248121822 0.9283757870
4117.3316789074 0.9280656780
4117.3385456440 0.9278114723
4117.3454123921 0.9279555922
4117.3522791516 0.9280381644
4117.3591459226 0.9279256966
4117.3660127050 0.9278243899
4117.3728794989 0.9270547199
4117.3797463042 0.9271153934
4117.3866131210 0.9271962034
4117.3934799492 0.9275669608
4117.4003467889 0.9277943914
4117.4072136400 0.9275877416
4117.4140805026 0.9272146768
4117.4209473767 0.9274481517
4117.4278142622 0.9275193171
4117.4346811591 0.9272777835
4117.4415480675 0.9269389400
4117.4484149874 0.9272203576
4117.4552819187 0.9270051473
4117.4621488614 0.9273858326
4117.4690158157 0.9274617582
4117.4758827813 0.9273191598
4117.4827497584 0.9272687305
4117.4896167470 0.9273495511
4117.4964837470 0.9275429879
4117.5033507585 0.9275902545
4117.5102177814 0.9278384487
4117.5170848158 0.9275266517
4117.5239518616 0.9269591452
4117.5308189189 0.9273448571
4117.5376859877 0.9273348462
4117.5445530678 0.9274771905
4117.5514201595 0.9270873750
4117.5582872626 0.9271951116
4117.5651543771 0.9271751990
4117.5720215031 0.9268763770
4117.5788886406 0.9272732921
4117.5857557895 0.9273909683
4117.5926229498 0.9273066805
4117.5994901217 0.9271868896
4117.6063573049 0.9269491875
4117.6132244996 0.9267383536
4117.6200917058 0.9266981059
4117.6269589234 0.9259823675
4117.6338261525 0.9263317895
4117.6406933930 0.9260171616
4117.6475606450 0.9260276283
4117.6544279084 0.9267145155
4117.6612951833 0.9267290066
4117.6681624697 0.9263805444
4117.6750297675 0.9264988724
4117.6818970767 0.9262308800
4117.6887643974 0.9262708628
4117.6956317296 0.9259242537
4117.7024990732 0.9255268559
4117.7093664282 0.9258054966
4117.7162337947 0.9258426807
4117.7231011727 0.9261053239
4117.7299685621 0.9258324239
4117.7368359630 0.9257078464
4117.7437033753 0.9259804915
4117.7505707991 0.9259376200
4117.7574382343 0.9265139597
4117.7643056810 0.9263637217
4117.7711731391 0.9264005714
4117.7780406087 0.9269257369
4117.7849080898 0.9263338020
4117.7917755823 0.9263016515
4117.7986430862 0.9255353974
4117.8055106016 0.9257473397
4117.8123781285 0.9260563624
4117.8192456668 0.9258056381
4117.8261132166 0.9256897686
4117.8329807778 0.9261052996
4117.8398483505 0.9266819273
4117.8467159346 0.9264131902
4117.8535835302 0.9256544635
4117.8604511372 0.9257109664
4117.8673187557 0.9251132519
4117.8741863856 0.9251171262
4117.8810540270 0.9255613947
4117.8879216798 0.9257113790
4117.8947893441 0.9253724906
4117.9016570199 0.9252777513
4117.9085247071 0.9254768673
4117.9153924058 0.9255767263
4117.9222601159 0.9251964624
4117.9291278374 0.9250840194
4117.9359955705 0.9255161372
4117.9428633149 0.9255610419
4117.9497310709 0.9256075389
4117.9565988383 0.9255634591
4117.9634666171 0.9254147282
4117.9703344074 0.9257654313
4117.9772022091 0.9256889199
4117.9840700223 0.9251119102
4117.9909378470 0.9252684211
4117.9978056831 0.9253307240
4118.0046735306 0.9249475258
4118.0115413897 0.9247138152
4118.0184092601 0.9249611127
4118.0252771420 0.9254228789
4118.0321450354 0.9257545532
4118.0390129403 0.9256563263
4118.0458808565 0.9253985064
4118.0527487843 0.9252953525
4118.0596167235 0.9249819796
4118.0664846741 0.9247681164
4118.0733526362 0.9247371224
4118.0802206098 0.9249828137
4118.0870885948 0.9245704935
4118.0939565912 0.9247533549
4118.1008245992 0.9252446825
4118.1076926185 0.9254984766
4118.1145606494 0.9249919741
4118.1214286916 0.9248152330
4118.1282967454 0.9247452131
4118.1351648106 0.9246088991
4118.1420328872 0.9243891011
4118.1489009753 0.9247958394
4118.1557690748 0.9250456966
4118.1626371859 0.9253801208
4118.1695053083 0.9251564038
4118.1763734422 0.9248258699
4118.1832415876 0.9243390920
4118.1901097444 0.9239421749
4118.1969779127 0.9241466962
4118.2038460924 0.9246390611
4118.2107142836 0.9250705834
4118.2175824863 0.9245836576
4118.2244507004 0.9248780726
4118.2313189259 0.9251625518
4118.2381871629 0.9251365667
4118.2450554114 0.9244112079
4118.2519236713 0.9246618082
4118.2587919426 0.9247841601
4118.2656602255 0.9244210779
4118.2725285198 0.9246278529
4118.2793968255 0.9247170921
4118.2862651427 0.9249052037
4118.2931334713 0.9247696046
4118.3000018114 0.9245345153
4118.3068701630 0.9244135789
4118.3137385260 0.9241090151
4118.3206069004 0.9244276400
4118.3274752863 0.9239565064
4118.3343436837 0.9248074301
4118.3412120925 0.9243908441
4118.3480805128 0.9242575612
4118.3549489446 0.9242588269
4118.3618173878 0.9244770998
4118.3686858424 0.9241061757
4118.3755543085 0.9238533239
4118.3824227861 0.9236666273
4118.3892912751 0.9240047627
4118.3961597755 0.9240483371
4118.4030282874 0.9249793869
4118.4098968108 0.9244717902
4118.4167653457 0.9238994737
4118.4236338919 0.9242467397
4118.4305024497 0.9239771486
4118.4373710189 0.9237391222
4118.4442395995 0.9239409611
4118.4511081916 0.9243951766
4118.4579767952 0.9243422458
4118.4648454102 0.9243435343
4118.4717140367 0.9244681313
4118.4785826746 0.9245637787
4118.4854513240 0.9249728033
4118.4923199848 0.9251679866
4118.4991886571 0.9248940724
4118.5060573409 0.9249142273
4118.5129260361 0.9245087436
4118.5197947427 0.9247626110
4118.5266634608 0.9242821728
4118.5335321904 0.9248438452
4118.5404009314 0.9244573935
4118.5472696839 0.9243248580
4118.5541384479 0.9246290738
4118.5610072233 0.9246231509
4118.5678760101 0.9248096574
4118.5747448084 0.9248255076
4118.5816136182 0.9252730024
4118.5884824394 0.9251519405
4118.5953512720 0.9245961715
4118.6022201162 0.9248957618
4118.6090889717 0.9246765621
4118.6159578388 0.9243959472
4118.6228267173 0.9238023742
4118.6296956072 0.9238059617
4118.6365645086 0.9235232100
4118.6434334215 0.9241627679
4118.6503023458 0.9245876928
4118.6571712816 0.9249737098
4118.6640402288 0.9248693352
4118.6709091875 0.9244094956
4118.6777781576 0.9236008550
4118.6846471392 0.9236282001
4118.6915161323 0.9246445414
4118.6983851368 0.9246114470
4118.7052541527 0.9245660742
4118.7121231801 0.9249771796
4118.7189922190 0.9254221565
4118.7258612693 0.9250534431
4118.7327303311 0.9253721978
4118.7395994044 0.9253631181
4118.7464684891 0.9254940225
4118.7533375852 0.9254434425
4118.7602066928 0.9247300445
4118.7670758119 0.9244150533
4118.7739449424 0.9242402004
4118.7808140844 0.9246215582
4118.7876832378 0.9247012858
4118.7945524027 0.9243738140
4118.8014215791 0.9242728735
4118.8082907669 0.9240402141
4118.8151599661 0.9247505558
4118.8220291768 0.9251883144
4118.8288983990 0.9253036965
4118.8357676326 0.9249864294
4118.8426368777 0.9248965869
4118.8495061342 0.9245864237
4118.8563754022 0.9245108084
4118.8632446817 0.9244109695
4118.8701139726 0.9243705585
4118.8769832750 0.9240994379
4118.8838525888 0.9242761497
4118.8907219141 0.9244429121
4118.8975912508 0.9247412279
4118.9044605990 0.9250474075
4118.9113299586 0.9251137176
4118.9181993297 0.9249038341
4118.9250687123 0.9251582706
4118.9319381063 0.9251521505
4118.9388075118 0.9248129794
4118.9456769287 0.9241893311
4118.9525463571 0.9243181041
4118.9594157969 0.9244348483
4118.9662852482 0.9250399328
4118.9731547110 0.9248954099
4118.9800241852 0.9247706263
4118.9868936709 0.9247099147
4118.9937631680 0.9248519151
4119.0006326766 0.9248893273
4119.0075021966 0.9251376354
4119.0143717281 0.9256177016
4119.0212412711 0.9254318125
4119.0281108255 0.9253263584
4119.0349803913 0.9246494274
4119.0418499687 0.9252477371
4119.0487195574 0.9257307815
4119.0555891577 0.9254197896
4119.0624587694 0.9255173027
4119.0693283925 0.9248046761
4119.0761980271 0.9251409548
4119.0830676732 0.9255334983
4119.0899373307 0.9259066747
4119.0968069997 0.9256854368
4119.1036766801 0.9256398244
4119.1105463720 0.9252999439
4119.1174160754 0.9247714965
4119.1242857902 0.9249899442
4119.1311555164 0.9247301388
4119.1380252542 0.9246763594
4119.1448950033 0.9244206075
4119.1517647640 0.9245246412
4119.1586345361 0.9248235995
4119.1655043196 0.9246830618
4119.1723741146 0.9253160794
4119.1792439211 0.9260234399
4119.1861137390 0.9258086457
4119.1929835684 0.9256133869
4119.1998534092 0.9251455792
4119.2067232615 0.9255114281
4119.2135931252 0.9255260489
4119.2204630004 0.9256273295
4119.2273328871 0.9255259266
4119.2342027852 0.9255763899
4119.2410726948 0.9256628861
4119.2479426158 0.9256405485
4119.2548125483 0.9259085954
4119.2616824923 0.9260427262
4119.2685524477 0.9259730600
4119.2754224146 0.9252572664
4119.2822923929 0.9254239307
4119.2891623827 0.9255350660
4119.2960323839 0.9254441338
4119.3029023966 0.9257123143
4119.3097724208 0.9252749392
4119.3166424564 0.9249892491
4119.3235125034 0.9252026928
4119.3303825620 0.9254501199
4119.3372526319 0.9262978650
4119.3441227134 0.9263721995
4119.3509928063 0.9264246248
4119.3578629106 0.9258324078
4119.3647330264 0.9254293215
4119.3716031537 0.9257497096
4119.3784732924 0.9256794905
4119.3853434426 0.9257649856
4119.3922136043 0.9252096649
4119.3990837774 0.9254075997
4119.4059539619 0.9253947095
4119.4128241580 0.9249003726
4119.4196943654 0.9249380602
4119.4265645844 0.9259166098
4119.4334348148 0.9261445996
4119.4403050566 0.9254805364
4119.4471753099 0.9253482140
4119.4540455747 0.9256146167
4119.4609158509 0.9257944368
4119.4677861386 0.9260080660
4119.4746564377 0.9261258961
4119.4815267483 0.9260776410
4119.4883970704 0.9267036047
4119.4952674039 0.9267001890
4119.5021377489 0.9266511809
4119.5090081053 0.9268039760
4119.5158784732 0.9265500099
4119.5227488525 0.9256421479
4119.5296192434 0.9258947489
4119.5364896456 0.9262940380
4119.5433600593 0.9264465903
4119.5502304845 0.9267388064
4119.5571009212 0.9263460813
4119.5639713692 0.9265485519
4119.5708418288 0.9266145114
4119.5777122998 0.9266795771
4119.5845827823 0.9274504991
4119.5914532762 0.9279052584
4119.5983237816 0.9271354694
4119.6051942984 0.9269447813
4119.6120648268 0.9266291735
4119.6189353665 0.9260043149
4119.6258059177 0.9260532854
4119.6326764804 0.9262364121
4119.6395470546 0.9259231757
4119.6464176402 0.9265260357
4119.6532882372 0.9266148428
4119.6601588457 0.9294715211
4119.6670294657 0.9349346877
4119.6739000971 0.9336357819
4119.6807707400 0.9283237480
4119.6876413944 0.9290053706
4119.6945120602 0.9277818412
4119.7013827374 0.9273229300
4119.7082534262 0.9274865719
4119.7151241263 0.9273542222
4119.7219948380 0.9268678540
4119.7288655611 0.9267330553
4119.7357362956 0.9275845184
4119.7426070417 0.9276596527
4119.7494777991 0.9279697166
4119.7563485681 0.9279685904
4119.7632193485 0.9275482183
4119.7700901403 0.9274713891
4119.7769609436 0.9275313583
4119.7838317584 0.9278371444
4119.7907025846 0.9281951268
4119.7975734223 0.9284857951
4119.8044442715 0.9280153444
4119.8113151321 0.9277854670
4119.8181860041 0.9274465675
4119.8250568877 0.9281408870
4119.8319277826 0.9280292540
4119.8387986891 0.9281060640
4119.8456696070 0.9273614367
4119.8525405364 0.9276276063
4119.8594114772 0.9277983189
4119.8662824294 0.9278418732
4119.8731533932 0.9285258571
4119.8800243684 0.9283743138
4119.8868953550 0.9278110593
4119.8937663532 0.9283698731
4119.9006373627 0.9282335977
4119.9075083838 0.9283621422
4119.9143794163 0.9283002626
4119.9212504602 0.9285335736
4119.9281215156 0.9286327346
4119.9349925825 0.9289250248
4119.9418636608 0.9282463578
4119.9487347506 0.9282852867
4119.9556058519 0.9283597372
4119.9624769646 0.9280545451
