# wavelength flux
4021.3451924794 0.9792160413
4021.3518991332 0.9779386442
4021.3586057982 0.9770616166
4021.3653124744 0.9778277014
4021.3720191618 0.9778166481
4021.3787258604 0.9769268742
4021.3854325702 0.9762543567
4021.3921392911 0.9760517609
4021.3988460232 0.9758911059
4021.4055527666 0.9755003659
4021.4122595211 0.9755454441
4021.4189662867 0.9760081654
4021.4256730636 0.9756570980
4021.4323798517 0.9754046329
4021.4390866509 0.9751538548
4021.4457934613 0.9744342664
4021.4525002829 0.9740056447
4021.4592071157 0.9734721193
4021.4659139597 0.9729128350
4021.4726208149 0.9733165620
4021.4793276812 0.9735640397
4021.4860345588 0.9733600377
4021.4927414475 0.9731683139
4021.4994483474 0.9726181536
4021.5061552585 0.9730768856
4021.5128621808 0.9734639365
4021.5195691143 0.9734441558
4021.5262760589 0.9735590322
4021.5329830148 0.9732675416
4021.5396899818 0.9723070666
4021.5463969600 0.9718508698
4021.5531039494 0.9714811672
4021.5598109500 0.9706846096
4021.5665179617 0.9710461606
4021.5732249847 0.9717163737
4021.5799320188 0.9713560214
4021.5866390641 0.9707321456
4021.5933461206 0.9706427830
4021.6000531883 0.9713941395
4021.6067602672 0.9710864425
4021.6134673573 0.9707316302
4021.6201744585 0.9706722796
4021.6268815710 0.9701961885
4021.6335886946 0.9697424794
4021.6402958294 0.9693637153
4021.6470029754 0.9693474981
4021.6537101326 0.9696751702
4021.6604173010 0.9698839710
4021.6671244805 0.9701458575
4021.6738316712 0.9704152146
4021.6805388732 0.9694706379
4021.6872460863 0.9688006520
4021.6939533106 0.9682911673
4021.7006605461 0.9684648814
4021.7073677927 0.9683612770
4021.7140750506 0.9678393046
4021.7207823196 0.9677692653
4021.7274895999 0.9670624776
4021.7341968913 0.9673260918
4021.7409041939 0.9671088770
4021.7476115077 0.9671747231
4021.7543188326 0.9665977136
4021.7610261688 0.9663909622
4021.7677335161 0.9665373157
4021.7744408747 0.9665192065
4021.7811482444 0.9658630472
4021.7878556253 0.9652840410
4021.7945630174 0.9652468958
4021.8012704207 0.9660908834
4021.8079778351 0.9661111078
4021.8146852608 0.9654113755
4021.8213926976 0.9647827627
4021.8281001456 0.9640579637
4021.8348076048 0.9635836241
4021.8415150752 0.9638256485
4021.8482225568 0.9643859647
4021.8549300496 0.9641848282
4021.8616375535 0.9639264730
4021.8683450687 0.9637627359
4021.8750525950 0.9627452585
4021.8817601325 0.9626534682
4021.8884676812 0.9627365800
4021.8951752411 0.9623385523
4021.9018828122 0.9618558297
4021.9085903945 0.9613646316
4021.9152979879 0.9618334721
4021.9220055925 0.9619146417
4021.9287132084 0.9616032198
4021.9354208354 0.9613066049
4021.9421284736 0.9613678790
4021.9488361229 0.9609879340
4021.9555437835 0.9607690610
4021.9622514553 0.9606164770
4021.9689591382 0.9609126699
4021.9756668323 0.9612365078
4021.9823745376 0.9600942570
4021.9890822541 0.9599864932
4021.9957899818 0.9603564564
4022.0024977207 0.9595543256
4022.0092054708 0.9593017376
4022.0159132320 0.9601980459
4022.0226210045 0.9596166163
4022.0293287881 0.9592042580
4022.0360365829 0.9591133535
4022.0427443889 0.9592008511
4022.0494522061 0.9589296573
4022.0561600345 0.9589673040
4022.0628678740 0.9587656406
4022.0695757248 0.9584879019
4022.0762835867 0.9577365999
4022.0829914598 0.9575642155
4022.0896993441 0.9578200592
4022.0964072396 0.9572497519
4022.1031151463 0.9565873801
4022.1098230642 0.9567009985
4022.1165309932 0.9563202191
4022.1232389335 0.9565687016
4022.1299468849 0.9568879588
4022.1366548475 0.9569718973
4022.1433628213 0.9570924197
4022.1500708063 0.9565441805
4022.1567788025 0.9557843103
4022.1634868099 0.9556486819
4022.1701948284 0.9552329332
4022.1769028582 0.9554302696
4022.1836108991 0.9558556275
4022.1903189512 0.9554388395
4022.1970270145 0.9549598399
4022.2037350890 0.9545009369
4022.2104431747 0.9537658541
4022.2171512715 0.9536415616
4022.2238593796 0.9540831607
4022.2305674988 0.9538183328
4022.2372756293 0.9534070322
4022.2439837709 0.9533053325
4022.2506919237 0.9533256535
4022.2574000877 0.9532203080
4022.2641082629 0.9521982977
4022.2708164492 0.9523946629
4022.2775246468 0.9526017865
4022.2842328555 0.9525700740
4022.2909410755 0.9521055952
4022.2976493066 0.9519886580
4022.3043575489 0.9518027368
4022.3110658024 0.9515159138
4022.3177740671 0.9504870563
4022.3244823429 0.9511159188
4022.3311906300 0.9514458334
4022.3378989282 0.9509010830
4022.3446072377 0.9505668066
4022.3513155583 0.9508494324
4022.3580238901 0.9504121287
4022.3647322331 0.9506550343
4022.3714405873 0.9507313886
4022.3781489526 0.9509591372
4022.3848573292 0.9506008949
4022.3915657170 0.9503238865
4022.3982741159 0.9499629097
4022.4049825260 0.9492919545
4022.4116909473 0.9490446236
4022.4183993798 0.9490182485
4022.4251078235 0.9483794143
4022.4318162784 0.9482222276
4022.4385247445 0.9479576021
4022.4452332217 0.9480888749
4022.4519417102 0.9480478465
4022.4586502098 0.9479064928
4022.4653587206 0.9479696586
4022.4720672426 0.9471494803
4022.4787757758 0.9473102190
4022.4854843202 0.9472751482
4022.4921928758 0.9475194117
4022.4989014425 0.9470929151
4022.5056100205 0.9465714722
4022.5123186096 0.9471825989
4022.5190272099 0.9469310581
4022.5257358214 0.9469356401
4022.5324444441 0.9461213077
4022.5391530780 0.9463071169
4022.5458617231 0.9461132942
4022.5525703794 0.9461179225
4022.5592790468 0.9463321168
4022.5659877255 0.9461641369
4022.5726964153 0.9455407531
4022.5794051163 0.9458120101
4022.5861138285 0.9451048301
4022.5928225519 0.9443214769
4022.5995312865 0.9443555760
4022.6062400323 0.9445509125
4022.6129487892 0.9442903210
4022.6196575574 0.9446595073
4022.6263663367 0.9447817083
4022.6330751273 0.9446120539
4022.6397839290 0.9437750267
4022.6464927419 0.9436424499
4022.6532015660 0.9441420019
4022.6599104013 0.9441556236
4022.6666192477 0.9434689785
4022.6733281054 0.9434639088
4022.6800369742 0.9427749283
4022.6867458543 0.9420576847
4022.6934547455 0.9418707720
4022.7001636479 0.9422068669
4022.7068725615 0.9425622085
4022.7135814863 0.9415863906
4022.7202904223 0.9410696027
4022.7269993695 0.9410508047
4022.7337083278 0.9405575805
4022.7404172974 0.9408157423
4022.7471262781 0.9416036928
4022.7538352700 0.9418377801
4022.7605442732 0.9417845636
4022.7672532875 0.9417085328
4022.7739623130 0.9413386378
4022.7806713496 0.9412090096
4022.7873803975 0.9412139662
4022.7940894566 0.9411450933
4022.8007985268 0.9411181397
4022.8075076083 0.9409126132
4022.8142167009 0.9406313178
4022.8209258047 0.9401094490
4022.8276349197 0.9400067853
4022.8343440459 0.9397665783
4022.8410531833 0.9399689270
4022.8477623319 0.9398089176
4022.8544714917 0.9398914299
4022.8611806626 0.9397526684
4022.8678898447 0.9392716820
4022.8745990381 0.9392676302
4022.8813082426 0.9389110218
4022.8880174583 0.9387951346
4022.8947266852 0.9384778800
4022.9014359233 0.9384505246
4022.9081451726 0.9383915693
4022.9148544331 0.9377470579
4022.9215637047 0.9379426125
4022.9282729876 0.9380364555
4022.9349822816 0.9375963309
4022.9416915868 0.9377136428
4022.9484009032 0.9371928113
4022.9551102308 0.9367318734
4022.9618195696 0.9364913267
4022.9685289196 0.9366802688
4022.9752382808 0.9369688548
4022.9819476532 0.9372854488
4022.9886570367 0.9358002498
4022.9953664315 0.9363267938
4023.0020758374 0.9364401746
4023.0087852545 0.9358130677
4023.0154946828 0.9357028961
4023.0222041223 0.9354116202
4023.0289135730 0.9353571909
4023.0356230349 0.9351231189
4023.0423325080 0.9353195152
4023.0490419922 0.9352696795
4023.0557514877 0.9351889653
4023.0624609943 0.9349614455
4023.0691705122 0.9343699935
4023.0758800412 0.9338959354
4023.0825895814 0.9337764532
4023.0892991328 0.9337251219
4023.0960086954 0.9335649812
4023.1027182692 0.9336482695
4023.1094278541 0.9334364828
4023.1161374503 0.9338658890
4023.1228470577 0.9338683489
4023.1295566762 0.9338383201
4023.1362663059 0.9340506349
4023.1429759468 0.9326607342
4023.1496855990 0.9326540378
4023.1563952623 0.9332327389
4023.1631049368 0.9330831989
4023.1698146224 0.9333673386
4023.1765243193 0.9337198981
4023.1832340274 0.9331065545
4023.1899437466 0.9330091069
4023.1966534771 0.9325274192
4023.2033632187 0.9328284906
4023.2100729715 0.9331948441
4023.2167827355 0.9330421508
4023.2234925107 0.9321003310
4023.2302022971 0.9321102753
4023.2369120947 0.9321093222
4023.2436219035 0.9318364163
4023.2503317235 0.9316700613
4023.2570415546 0.9315001250
4023.2637513970 0.9316262324
4023.2704612505 0.9316521600
4023.2771711152 0.9315622093
4023.2838809911 0.9319991178
4023.2905908782 0.9316265991
4023.2973007765 0.9310428943
4023.3040106860 0.9306286547
4023.3107206067 0.9308611138
4023.3174305386 0.9303133623
4023.3241404816 0.9301368022
4023.3308504359 0.9299348970
4023.3375604013 0.9296537682
4023.3442703780 0.9299721740
4023.3509803658 0.9291983720
4023.3576903648 0.9294453742
4023.3644003750 0.9292315641
4023.3711103964 0.9288216813
4023.3778204290 0.9292448332
4023.3845304728 0.9291154270
4023.3912405277 0.9286485327
4023.3979505939 0.9281154021
4023.4046606712 0.9280685614
4023.4113707598 0.9280709418
4023.4180808595 0.9280888865
4023.4247909704 0.9277198908
4023.4315010925 0.9277736686
4023.4382112258 0.9280145583
4023.4449213703 0.9285256499
4023.4516315260 0.9296685526
4023.4583416929 0.9263004516
4023.4650518710 0.9268555910
4023.4717620602 0.9275179087
4023.4784722607 0.9279693894
4023.4851824723 0.9274689656
4023.4918926951 0.9279792546
4023.4986029292 0.9278429997
4023.5053131744 0.9275250631
4023.5120234308 0.9275143042
4023.5187336984 0.9267378600
4023.5254439772 0.9260475128
4023.5321542671 0.9262644229
4023.5388645683 0.9265976479
4023.5455748807 0.9265648422
4023.5522852042 0.9261290083
4023.5589955390 0.9254692825
4023.5657058849 0.9264819038
4023.5724162420 0.9265408340
4023.5791266103 0.9256877673
4023.5858369898 0.9255670515
4023.5925473805 0.9256878419
4023.5992577824 0.9251021800
4023.6059681955 0.9248919898
4023.6126786198 0.9245148088
4023.6193890552 0.9248188065
4023.6260995019 0.9244430924
4023.6328099597 0.9243462281
4023.6395204288 0.9240405902
4023.6462309090 0.9240665508
4023.6529414004 0.9237472096
4023.6596519031 0.9237035811
4023.6663624169 0.9236400268
4023.6730729419 0.9237945088
4023.6797834780 0.9232389371
4023.6864940254 0.9232154344
4023.6932045840 0.9226490026
4023.6999151538 0.9227453887
4023.7066257347 0.9227033895
4023.7133363269 0.9224469436
4023.7200469302 0.9223760596
4023.7267575447 0.9218300607
4023.7334681704 0.9215071401
4023.7401788074 0.9216222195
4023.7468894555 0.9217528494
4023.7536001148 0.9223003721
4023.7603107852 0.9229164723
4023.7670214669 0.9233201041
4023.7737321598 0.9227012884
4023.7804428639 0.9220823687
4023.7871535791 0.9214084905
4023.7938643056 0.9212081889
4023.8005750432 0.9223149423
4023.8072857920 0.9223389665
4023.8139965521 0.9223365358
4023.8207073233 0.9221225213
4023.8274181057 0.9212657904
4023.8341288993 0.9212395818
4023.8408397041 0.9215932977
4023.8475505201 0.9217399958
4023.8542613472 0.9216421964
4023.8609721856 0.9208113569
4023.8676830352 0.9198779906
4023.8743938959 0.9198787411
4023.8811047678 0.9204090246
4023.8878156510 0.9208916628
4023.8945265453 0.9208696054
4023.9012374508 0.9209488554
4023.9079483675 0.9200757005
4023.9146592954 0.9201071131
4023.9213702345 0.9201573097
4023.9280811848 0.9203562554
4023.9347921463 0.9198637106
4023.9415031190 0.9195357683
4023.9482141029 0.9190528873
4023.9549250979 0.9188584181
4023.9616361042 0.9178593545
4023.9683471216 0.9181513846
4023.9750581502 0.9185855291
4023.9817691901 0.9183026210
4023.9884802411 0.9179618579
4023.9951913033 0.9182703916
4024.0019023767 0.9182142278
4024.0086134613 0.9178589372
4024.0153245571 0.9179445209
4024.0220356641 0.9177808014
4024.0287467823 0.9180174114
4024.0354579116 0.9178651401
4024.0421690522 0.9173450925
4024.0488802039 0.9172558914
4024.0555913669 0.9179481104
4024.0623025410 0.9181440768
4024.0690137263 0.9179645565
4024.0757249229 0.9180702654
4024.0824361306 0.9182394925
4024.0891473495 0.9171638954
4024.0958585796 0.9171048738
4024.1025698209 0.9176832227
4024.1092810734 0.9175071905
4024.1159923371 0.9175821193
4024.1227036119 0.9172815804
4024.1294148980 0.9173879086
4024.1361261953 0.9180784386
4024.1428375037 0.9177894642
4024.1495488233 0.9178916652
4024.1562601542 0.9174184990
4024.1629714962 0.9165904890
4024.1696828494 0.9168534466
4024.1763942139 0.9174677910
4024.1831055895 0.9168270929
4024.1898169763 0.9164329017
4024.1965283743 0.9168115066
4024.2032397834 0.9173765280
4024.2099512038 0.9168742050
4024.2166626354 0.9163808501
4024.2233740782 0.9165200216
4024.2300855321 0.9168452075
4024.2367969973 0.9165931813
4024.2435084736 0.9157228033
4024.2502199612 0.9150935320
4024.2569314599 0.9155204617
4024.2636429698 0.9157124292
4024.2703544909 0.9151991164
4024.2770660233 0.9153308536
4024.2837775668 0.9154400523
4024.2904891215 0.9149122200
4024.2972006874 0.9148235234
4024.3039122644 0.9147601773
4024.3106238527 0.9145125300
4024.3173354522 0.9144894788
4024.3240470629 0.9141874248
4024.3307586847 0.9141742477
4024.3374703178 0.9144355337
4024.3441819620 0.9152054043
4024.3508936175 0.9148053465
4024.3576052841 0.9150884277
4024.3643169619 0.9150326221
4024.3710286509 0.9145149911
4024.3777403511 0.9141049774
4024.3844520625 0.9145121539
4024.3911637851 0.9140261245
4024.3978755189 0.9139857855
4024.4045872639 0.9137009032
4024.4112990201 0.9133386647
4024.4180107875 0.9137461172
4024.4247225661 0.9136390822
4024.4314343558 0.9134191551
4024.4381461568 0.9140066313
4024.4448579689 0.9136399684
4024.4515697923 0.9133387859
4024.4582816268 0.9132435307
4024.4649934725 0.9131850821
4024.4717053295 0.9130448499
4024.4784171976 0.9128245958
4024.4851290769 0.9133153099
4024.4918409674 0.9132656355
4024.4985528691 0.9123519478
4024.5052647820 0.9116923724
4024.5119767061 0.9116058854
4024.5186886414 0.9112363011
4024.5254005878 0.9111376727
4024.5321125455 0.9114233624
4024.5388245144 0.9117186320
4024.5455364944 0.9122790082
4024.5522484857 0.9115973228
4024.5589604881 0.9113597254
4024.5656725017 0.9111422187
4024.5723845266 0.9107328847
4024.5790965626 0.9107802026
4024.5858086098 0.9114133168
4024.5925206682 0.9107689211
4024.5992327379 0.9103128975
4024.6059448187 0.9108219056
4024.6126569107 0.9107938840
4024.6193690138 0.9109023552
4024.6260811282 0.9109691406
4024.6327932538 0.9110105038
4024.6395053906 0.9103725727
4024.6462175386 0.9108471951
4024.6529296977 0.9111618668
4024.6596418681 0.9106202748
4024.6663540496 0.9108426936
4024.6730662424 0.9106899325
4024.6797784463 0.9099205899
4024.6864906614 0.9100977576
4024.6932028878 0.9102434107
4024.6999151253 0.9104243730
4024.7066273740 0.9102520107
4024.7133396339 0.9098944563
4024.7200519050 0.9102706222
4024.7267641873 0.9104024185
4024.7334764808 0.9104306164
4024.7401887855 0.9107673690
4024.7469011014 0.9104413291
4024.7536134285 0.9104534579
4024.7603257668 0.9106666763
4024.7670381162 0.9099985781
4024.7737504769 0.9100420084
4024.7804628488 0.9102809496
4024.7871752318 0.9102246948
4024.7938876261 0.9099637383
4024.8006000315 0.9093416371
4024.8073124481 0.9088620920
4024.8140248760 0.9087087171
4024.8207373150 0.9087133958
4024.8274497652 0.9092007454
4024.8341622266 0.9092227038
4024.8408746992 0.9087380204
4024.8475871830 0.9083610505
4024.8542996780 0.9082333076
4024.8610121842 0.9083297585
4024.8677247016 0.9081064469
4024.8744372302 0.9079433290
4024.8811497700 0.9073158122
4024.8878623210 0.9082251591
4024.8945748831 0.9088716855
4024.9012874565 0.9074495433
4024.9080000411 0.9073087642
4024.9147126368 0.9079965063
4024.9214252438 0.9075229949
4024.9281378619 0.9074846176
4024.9348504912 0.9075512981
4024.9415631318 0.9081265791
4024.9482757835 0.9082007000
4024.9549884464 0.9079119109
4024.9617011206 0.9080706872
4024.9684138059 0.9083606930
4024.9751265024 0.9077770175
4024.9818392101 0.9078649744
4024.9885519290 0.9079577080
4024.9952646591 0.9078641484
4025.0019774004 0.9082232116
4025.0086901529 0.9073409233
4025.0154029165 0.9066872528
4025.0221156914 0.9069361879
4025.0288284775 0.9069996825
4025.0355412748 0.9068779542
4025.0422540832 0.9065812751
4025.0489669029 0.9066519806
4025.0556797337 0.9068352226
4025.0623925758 0.9070270715
4025.0691054290 0.9072968651
4025.0758182935 0.9064622724
4025.0825311691 0.9059144021
4025.0892440559 0.9061723989
4025.0959569540 0.9066095798
4025.1026698632 0.9064116519
4025.1093827836 0.9060222830
4025.1160957152 0.9061421283
4025.1228086580 0.9063266520
4025.1295216120 0.9056565187
4025.1362345772 0.9050481839
4025.1429475536 0.9058608038
4025.1496605412 0.9067774526
4025.1563735400 0.9067417133
4025.1630865500 0.9055704393
4025.1697995712 0.9055577330
4025.1765126035 0.9055991887
4025.1832256471 0.9059646443
4025.1899387019 0.9060805820
4025.1966517678 0.9061894482
4025.2033648450 0.9061222928
4025.2100779333 0.9067334437
4025.2167910329 0.9065663472
4025.2235041436 0.9059442462
4025.2302172656 0.9059804220
4025.2369303987 0.9057078787
4025.2436435431 0.9057267853
4025.2503566986 0.9055954503
4025.2570698653 0.9056362277
4025.2637830432 0.9053628389
4025.2704962323 0.9049666400
4025.2772094327 0.9050681204
4025.2839226442 0.9060616242
4025.2906358669 0.9058260855
4025.2973491008 0.9049663505
4025.3040623459 0.9051232454
4025.3107756022 0.9043527201
4025.3174888696 0.9047720031
4025.3242021483 0.9049640776
4025.3309154382 0.9044934861
4025.3376287393 0.9044544302
4025.3443420516 0.9042482314
4025.3510553750 0.9039111366
4025.3577687097 0.9037973871
4025.3644820556 0.9038731658
4025.3711954126 0.9032457941
4025.3779087809 0.9025172828
4025.3846221603 0.9025394451
4025.3913355510 0.9037050574
4025.3980489528 0.9047893228
4025.4047623659 0.9044413295
4025.4114757901 0.9032161347
4025.4181892255 0.9033653306
4025.4249026722 0.9037743119
4025.4316161300 0.9041085982
4025.4383295990 0.9038157021
4025.4450430792 0.9036133989
4025.4517565706 0.9037893605
4025.4584700733 0.9039673524
4025.4651835871 0.9035821555
4025.4718971121 0.9033883423
4025.4786106483 0.9038400472
4025.4853241957 0.9037779262
4025.4920377543 0.9034549242
4025.4987513241 0.9030169498
